,SortOrder,LocID,Notes,ISO3_code,ISO2_code,SDMX_code,LocTypeID,LocTypeName,ParentID,Location,VarID,Variant,Time,TPopulation1Jan,TPopulation1July,TPopulationMale1July,TPopulationFemale1July,PopDensity,PopSexRatio,MedianAgePop,NatChange,NatChangeRT,PopChange,PopGrowthRate,DoublingTime,Births,Births1519,CBR,TFR,NRR,MAC,SRB,Deaths,DeathsMale,DeathsFemale,CDR,LEx,LExMale,LExFemale,LE15,LE15Male,LE15Female,LE65,LE65Male,LE65Female,LE80,LE80Male,LE80Female,InfantDeaths,IMR,LBsurvivingAge1,Under5Deaths,Q5,Q0040,Q0040Male,Q0040Female,Q0060,Q0060Male,Q0060Female,Q1550,Q1550Male,Q1550Female,Q1560,Q1560Male,Q1560Female,NetMigrations,CNMR
14056,97,860,,UZB,UZ,860,4,Country/Area,5500,Uzbekistan,2,Medium,2022,34353.048,34627.652,17327.897,17299.755,81.4002,100.1627,26.7958,569.214,16.438,549.209,1.586,43.7041,776.815,20.098,22.433,2.7995,1.3181,27.384,108,207.601,111.98,95.621,5.995,71.6736,69.0323,74.2932,57.8194,55.2956,60.2956,13.7143,12.297,14.8754,5.9255,5.2729,6.287,9.67,12.3966,768.382,10.957,13.9984,43.7042,52.9881,33.978,166.7081,209.2883,123.898,64.6311,82.1935,46.8723,153.0509,194.4106,111.8214,-19.999,-0.578
14208,98,906,,,,30,3,Subregion,935,Eastern Asia,2,Medium,2022,1663485.803,1663200.049,843944.912,819255.137,141.0666,103.0137,39.3885,-436.234,-0.263,-571.508,-0.034,,12503.194,430.002,7.517,1.1801,0.5525,29.208,110.5,12939.428,7151.958,5787.47,7.78,79.4677,76.6871,82.3599,65.2034,62.4517,68.0558,18.8824,16.9474,20.7024,8.7753,7.6198,9.6366,71.285,5.6927,12441.748,90.626,6.9325,25.6145,30.2493,20.4374,86.2069,110.6307,60.4443,33.9814,43.384,23.8664,77.3847,101.345,52.207,-135.243,-0.081
14360,99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,2022,1425925.386,1425887.337,727644.037,698243.3,148.5299,104.2107,38.4667,235.284,0.165,-76.098,-0.005,,10757.794,412.707,7.544,1.1755,0.548,28.912,111.3,10522.51,5908.321,4614.189,7.379,78.5865,75.9628,81.3425,64.3361,61.739,67.0551,18.0435,16.2716,19.7287,8.0439,7.0685,8.7859,63.358,5.8803,10703.232,80.45,7.122,26.2184,30.7275,21.1443,88.7104,113.5602,62.4176,34.8435,44.2912,24.6284,79.6378,104.0677,53.8877,-311.38,-0.218
14512,100,344,6,HKG,HK,344,4,Country/Area,906,"China, Hong Kong SAR",2,Medium,2022,7489.149,7488.865,3450.369,4038.496,6814.2539,85.437,45.3801,-20.573,-2.751,-0.568,-0.008,,41.923,0.204,5.606,0.7555,0.3621,32.758,107.7,62.496,33.687,28.809,8.357,84.3148,81.7543,86.8931,69.5377,66.9811,72.1106,21.6881,19.7534,23.6853,10.7103,9.4584,11.8139,0.058,1.3795,41.874,0.105,2.1988,7.478,9.2041,6.0243,43.0481,59.4181,30.4114,13.6706,19.3671,9.5783,40.4372,56.721,27.9116,19.999,2.674
14664,101,446,7,MAC,MO,446,4,Country/Area,906,"China, Macao SAR",2,Medium,2022,690.667,695.168,326.18,368.988,21724.0156,88.3987,38.0493,4.009,5.788,9.003,1.295,53.5249,6.957,0.033,10.044,1.1093,0.5309,30.852,108,2.948,1.644,1.304,4.256,85.3772,82.7528,87.9796,70.6867,68.1524,73.1842,22.5383,20.5905,24.4992,10.8144,9.4521,11.8884,0.016,2.2358,6.944,0.022,3.0375,9.0827,11.8359,6.3849,38.2478,53.1865,26.2617,13.1768,17.7517,9.4992,34.6596,48.4887,23.9188,5,7.218
14816,102,158,8,TWN,TW,158,4,Country/Area,906,"China, Taiwan Province of China",2,Medium,2022,23877.791,23893.394,11826.506,12066.888,674.764,98.0079,41.9099,7.225,0.303,31.207,0.131,,186.241,2.291,7.799,1.1324,0.5423,31.636,106.9,179.016,102.963,76.053,7.496,81.2672,78.128,84.539,66.6557,63.5299,69.91,20.4791,18.5809,22.3158,9.6977,8.5041,10.7094,0.586,3.1463,185.739,0.727,3.8839,19.6621,25.5127,13.4473,86.2507,120.6291,51.7193,37.2169,53.1228,21.1704,81.7328,115.9378,47.428,23.999,1.005
14968,103,408,,PRK,KP,408,4,Country/Area,906,Dem. People's Republic of Korea,2,Medium,2022,26022.117,26069.416,12905.118,13164.298,216.5054,98.0312,35.8759,96.594,3.705,94.599,0.363,,340.407,2.028,13.058,1.7926,0.8414,28.823,106,243.813,116.432,127.381,9.353,73.5779,70.9734,76.1461,60.3248,57.9168,62.6607,16.4537,15.3299,17.2739,7.3475,6.7105,7.5877,4.624,13.567,336.352,5.834,17.0679,67.199,85.0901,48.1835,160.2852,197.2501,120.9317,76.3772,97.9997,53.5001,139.3949,174.0444,102.7818,-2,-0.077
15120,104,392,,JPN,JP,392,4,Country/Area,906,Japan,2,Medium,2022,124278.31,123951.692,60239.861,63711.831,328.9379,94.5505,48.7449,-753.228,-6.079,-653.236,-0.527,,814.705,7.597,6.576,1.3048,0.6323,31.46,105.1,1567.933,790.805,777.129,12.655,84.8201,81.7818,87.832,70.0698,67.0368,73.0743,22.5836,20.1006,24.8834,10.9315,9.2808,12.1642,1.371,1.6811,813.535,1.927,2.3468,12.2372,15.2985,9.031,51.0324,65.4013,36.1624,20.5075,26.1599,14.6225,48.1379,62.3703,33.4175,99.994,0.807
15272,105,496,,MNG,MN,496,4,Country/Area,906,Mongolia,2,Medium,2022,3373.358,3398.366,1685.387,1712.979,2.182,98.3892,26.8712,50.862,14.968,50.016,1.472,47.0888,69.481,2.806,20.447,2.774,1.3338,29.189,104.5,18.619,11.394,7.225,5.479,72.6667,68.0793,77.3746,58.5429,54.1139,63.0536,15.3983,13.0317,17.2805,7.4806,6.3492,8.1971,0.616,8.8355,68.948,0.752,10.6602,42.8073,56.7074,28.3034,180.9821,258.3617,102.8235,75.4751,107.6717,42.473,170.855,246.7887,94.7583,-0.85,-0.25
15424,106,410,,KOR,KR,410,4,Country/Area,906,Republic of Korea,2,Medium,2022,51829.025,51815.81,25867.453,25948.357,523.6935,99.6882,43.9282,-56.427,-1.09,-26.431,-0.051,,285.686,2.336,5.515,0.874,0.4224,32.531,105.8,342.113,186.72,155.392,6.605,84.0237,80.6954,87.1007,69.3081,65.9891,72.3721,21.4041,18.7215,23.6188,10.4762,8.5493,11.5949,0.655,2.2896,285.127,0.812,2.7884,8.7258,10.1829,7.132,43.1827,60.8421,24.787,14.543,19.6421,9.1402,39.8491,57.3226,21.6611,29.998,0.579
15576,107,5501,,,,34,3,Subregion,935,Southern Asia,2,Medium,2022,1998454.884,2007549.714,1026357.867,981191.846,313.6372,104.6032,26.7939,19406.004,9.664,18189.659,0.906,76.5063,36030.23,2476.276,17.942,2.2038,1.008,27.845,106.7,16624.226,9086.318,7537.908,8.278,68.1755,66.4087,70.1069,56.1098,54.3474,58.0341,13.4741,12.6122,14.3362,6.101,5.6628,6.4635,1085.89,30.1266,35097.884,1333.848,36.9452,82.25,90.5649,73.3891,229.1782,261.658,194.3132,87.6655,105.2643,68.9542,195.143,228.0937,159.8419,-1216.354,-0.606
15728,108,4,,AFG,AF,4,4,Country/Area,5501,Afghanistan,2,Medium,2022,40580.49,41128.771,20766.442,20362.329,63.3436,101.9846,16.8702,1162.402,28.237,1096.562,2.666,25.9995,1446.699,186.575,35.143,4.5235,2.0285,28.878,105.2,284.297,163.41,120.887,6.906,62.8792,59.7659,66.2132,51.9011,48.8882,55.1015,11.9838,11.0755,12.759,5.0317,4.6406,5.3248,58.957,40.8024,1397.103,75.592,52.8455,144.266,180.512,105.3725,313.6367,374.2566,248.5392,150.2873,195.8368,101.2941,268.2662,329.563,203.0171,-65.846,-1.6
15880,109,50,,BGD,BD,50,4,Country/Area,5501,Bangladesh,2,Medium,2022,170297.594,171186.372,84859.213,86327.159,1315.0985,98.2996,26.666,2087.541,12.184,1777.557,1.038,66.7772,2994.966,599.745,17.48,1.9504,0.918,25.724,105,907.425,512.689,394.737,5.296,73.6976,71.5138,76.0122,60.8564,58.8162,63.0083,15.9382,14.7231,17.2056,7.0714,6.4062,7.6861,61.062,20.3749,2940.527,75.696,25.24,57.432,62.3352,52.4459,144.0352,174.2226,114.4894,58.0211,68.8735,48.0423,118.319,146.9606,90.6285,-309.977,-1.809
16032,110,64,,BTN,BT,64,4,Country/Area,5501,Bhutan,2,Medium,2022,779.965,782.455,413.93,368.525,20.3796,112.3207,28.7737,4.676,5.976,4.98,0.636,108.9854,9.648,0.639,12.332,1.3977,0.6585,28.77,104.8,4.972,2.815,2.158,6.356,72.2289,70.5701,74.1516,59.2981,57.8445,60.9978,14.5809,13.7206,15.5236,6.1017,5.7557,6.4421,0.199,20.6577,9.469,0.239,24.5953,54.9695,61.7581,47.5024,156.0412,177.8159,130.807,57.4684,64.2401,49.5153,131.2506,150.6102,108.6496,0.3,0.383
16184,111,356,,IND,IN,356,4,Country/Area,5501,India,2,Medium,2022,1412319.817,1417173.173,731180.498,685992.675,476.6507,106.5872,27.9028,10194.012,7.193,9706.711,0.685,101.1894,23056.027,988.117,16.267,2.0114,0.918,27.967,107.5,12862.015,6968.129,5893.887,9.074,67.7437,66.2569,69.3843,55.3227,53.741,57.0699,13.1158,12.3693,13.863,6.0287,5.6478,6.3434,607.065,26.3083,22519.905,749.834,32.4095,79.6429,85.6975,73.067,240.9828,270.9867,208.267,93.6389,110.935,74.7892,211.2901,242.8787,176.7917,-487.303,-0.344
16336,112,364,,IRN,IR,364,4,Country/Area,5501,Iran (Islamic Republic of),2,Medium,2022,88256.642,88550.57,44714.592,43835.978,54.3672,102.0043,32.4471,627.854,7.09,587.856,0.664,104.3896,1172.709,84.812,13.242,1.6811,0.7995,28.936,105.3,544.855,312.931,231.924,6.152,74.5558,71.9298,77.4533,60.7302,58.1307,63.5962,15.4154,13.8779,16.995,6.4145,5.6077,7.0119,12.111,10.2922,1162.191,14.695,12.2147,43.9688,55.4389,32.0225,123.8443,157.5585,87.925,52.5271,70.6259,33.5121,109.4859,142.881,73.969,-39.998,-0.452
16488,113,462,,MDV,MV,462,4,Country/Area,5501,Maldives,2,Medium,2022,524.929,523.787,301.316,222.471,1745.9567,135.44,31.3068,5.731,10.861,-2.284,-0.436,,7.197,0.1,13.638,1.6784,0.8095,29.885,105,1.466,0.868,0.597,2.777,80.8388,80.065,81.8436,66.4728,65.7415,67.4336,18.7351,18.2014,19.4143,8.4753,8.1317,8.9257,0.043,6.0054,7.16,0.051,7.0637,16.8703,17.738,15.8509,54.5811,60.5303,46.5787,19.3883,20.7969,17.2423,47.0171,52.4459,39.5522,-8.011,-15.181
16640,114,524,,NPL,NP,524,4,Country/Area,5501,Nepal,2,Medium,2022,30371.951,30547.58,14646.246,15901.334,207.5511,92.107,24.037,413.27,13.514,351.258,1.15,60.2737,616.657,99.581,20.165,2.0083,0.9442,25.741,105,203.387,107.888,95.5,6.651,70.4842,68.6082,72.364,57.6047,55.9222,59.2659,13.8963,13.0537,14.6895,5.8351,5.5081,6.0874,12.528,20.3316,605.385,15.024,24.4548,65.8805,75.7605,56.6994,185.6027,215.2324,156.8781,74.5247,86.9129,63.7058,160.2776,187.8009,134.0399,-62.012,-2.028
16792,115,586,,PAK,PK,586,4,Country/Area,5501,Pakistan,2,Medium,2022,233523.612,235824.862,118960.88,116863.982,305.9164,101.7943,20.3813,4768.488,20.212,4602.501,1.952,35.5096,6424.944,503.294,27.233,3.4096,1.5348,28.59,105.5,1656.456,928.595,727.861,7.021,66.4312,64.1344,68.9177,56.2459,54.2141,58.4299,13.0268,12.0162,14.0341,5.4124,4.9877,5.7851,332.277,51.7906,6155.881,400.749,62.6466,105.5471,119.5991,90.859,235.9338,274.1926,195.7194,81.8541,98.6914,64.5707,179.3476,215.2586,142.1052,-165.988,-0.704
16944,116,144,,LKA,LK,144,4,Country/Area,5501,Sri Lanka,2,Medium,2022,21799.884,21832.143,10514.75,11317.393,348.1723,92.9079,32.727,142.021,6.494,64.518,0.296,,301.383,13.413,13.781,1.9736,0.9519,29.471,104.4,159.362,89.005,70.357,7.287,76.6103,72.8507,80.2303,62.213,58.4657,65.8131,16.866,14.3877,18.93,7.6246,6.2491,8.4394,1.65,5.4672,299.963,1.972,6.5073,29.7061,37.5592,22.0881,114.7855,159.0378,72.399,50.0183,69.8947,30.9914,107.5948,151.6957,65.4501,-77.495,-3.543
17096,117,920,,,,35,3,Subregion,935,South-Eastern Asia,2,Medium,2022,678386.604,681125.064,341129.79,339995.274,153.0541,100.3337,30.1021,5664.582,8.316,5476.921,0.804,86.2123,11018.307,941.796,16.175,2.1212,0.9873,28.434,107.1,5353.725,2916.83,2436.895,7.859,71.4413,68.6635,74.3193,58.4105,55.8119,61.0722,15.0592,13.5256,16.4096,7.1123,6.266,7.6707,204.798,18.5744,10836.667,250.501,22.663,64.7268,77.37,51.3179,186.5969,225.4747,146.108,77.5114,94.8308,59.4042,163.4461,200.3797,125.3801,-187.7,-0.276
17248,118,96,,BRN,BN,96,4,Country/Area,920,Brunei Darussalam,2,Medium,2022,447.189,449.002,232.205,216.797,77.884,107.1074,32.295,3.62,8.062,3.625,0.807,85.8918,6.058,0.155,13.493,1.7644,0.8305,30.545,107.7,2.438,1.398,1.04,5.431,74.5514,72.5094,76.7914,60.5507,58.5584,62.7326,15.5519,14.1731,16.9257,6.7846,6.0929,7.3232,0.056,9.3006,6.009,0.068,11.1724,37.508,43.0577,31.4444,132.0685,153.7518,108.1167,52.1717,60.3942,43.104,120.0666,141.1188,96.839,0,0
17400,119,116,,KHM,KH,116,4,Country/Area,920,Cambodia,2,Medium,2022,16680.606,16767.842,8299.527,8468.316,92.6221,98.0068,26.8049,204.467,12.184,174.473,1.041,66.5847,318.335,33.527,18.969,2.3223,1.0836,27.445,105.2,113.868,60.664,53.203,6.785,69.8963,67.1173,72.6221,57.2381,54.7674,59.5984,14.4338,13.2475,15.2891,6.1775,5.5837,6.5413,6.558,20.5856,312.448,7.84,24.4891,84.4455,105.6899,62.7202,203.6847,245.8275,159.1873,93.4493,117.4576,68.8881,175.783,214.4953,135.4424,-29.998,-1.787
17552,120,360,,IDN,ID,360,4,Country/Area,920,Indonesia,2,Medium,2022,274616.289,275501.339,138703.276,136798.062,144.1713,101.3927,29.6337,1820.09,6.606,1770.1,0.643,107.7989,4462.212,360.271,16.196,2.1529,1.0038,28.585,106.1,2642.122,1407.703,1234.419,9.59,68.2498,66.1814,70.4367,55.0099,53.0476,57.0738,12.388,11.1034,13.5781,5.2096,4.6328,5.5989,79.17,17.7291,4392.068,95.751,21.3794,67.2746,74.6337,59.4668,222.4411,254.0309,189.4263,90.7745,101.8005,79.2366,201.7139,232.3015,169.9339,-49.997,-0.181
17704,121,418,,LAO,LA,418,4,Country/Area,920,Lao People's Democratic Republic,2,Medium,2022,7476.97,7529.475,3794.678,3734.796,32.6234,101.6034,24.0839,115.009,15.265,105.01,1.395,49.688,161.682,25.641,21.46,2.4477,1.1321,26.822,105.3,46.673,25.569,21.104,6.195,68.9992,66.9404,71.1637,57.1604,55.4646,58.9183,13.7688,12.9277,14.5706,5.7916,5.4703,6.0443,4.945,30.5569,157.386,6.285,38.7701,83.6355,96.1666,70.4618,206.4401,238.73,173.0032,80.6954,93.3107,67.587,169.0542,197.4461,140.1446,-9.999,-1.327
17856,122,458,9,MYS,MY,458,4,Country/Area,920,Malaysia,2,Medium,2022,33751.399,33938.222,17341.833,16596.389,103.297,104.4916,30.3284,324.652,9.573,373.645,1.101,62.9561,509.232,11.869,15.016,1.7869,0.854,31.001,106.6,184.58,106.968,77.612,5.443,76.2605,73.955,78.7986,61.8859,59.6131,64.386,16.5693,15.4447,17.6882,7.6167,7.079,8.0798,3.011,5.9089,506.637,3.552,6.96,25.9533,32.771,18.633,117.601,152.2858,79.9524,44.277,59.5423,27.577,110.1585,144.5084,72.9167,48.997,1.445
18008,123,104,,MMR,MM,104,4,Country/Area,920,Myanmar,2,Medium,2022,53977.744,54179.306,26962.566,27216.74,82.933,99.0661,29.3055,438.119,8.084,403.124,0.744,93.1649,912.252,73.134,16.833,2.1267,0.969,28.961,106.6,474.133,260.495,213.637,8.749,67.2557,64.1796,70.4775,55.7334,53.0247,58.5115,13.4455,12.3101,14.3914,5.6762,5.2438,5.9488,29.903,32.7382,886.467,38.372,41.8581,101.7978,125.1328,76.9579,239.5601,293.5297,182.6107,101.8469,130.7218,71.72,198.8641,249.4375,146.4809,-34.998,-0.646
18160,124,608,,PHL,PH,608,4,Country/Area,920,Philippines,2,Medium,2022,114666.324,115559.009,58679.278,56879.731,385.1967,103.1638,24.7337,1855.368,16.05,1785.37,1.545,44.8639,2499.081,253.257,21.618,2.725,1.2653,28.64,107.7,643.713,341.95,301.763,5.568,72.1866,70.2179,74.1743,59.347,57.6059,61.0701,14.6531,13.5966,15.5607,6.1725,5.7001,6.4646,53.917,21.5864,2450.775,63.95,25.6728,56.5668,64.6604,47.911,157.174,182.6283,130.3847,57.8111,66.1636,48.9976,131.3107,154.0879,107.6289,-69.996,-0.606
18312,125,702,,SGP,SG,702,4,Country/Area,920,Singapore,2,Medium,2022,5955.901,5975.688,3125.086,2850.602,8749.1779,109.629,42.3152,12.579,2.109,39.575,0.662,104.705,42.333,0.303,7.1,1.0346,0.5003,31.95,106,29.754,16.822,12.932,4.991,84.133,81.9805,86.2947,69.3439,67.2025,71.4924,21.626,19.9152,23.1699,10.6906,9.5297,11.4979,0.07,1.6569,42.273,0.096,2.1959,7.3939,8.8682,5.7251,46.3473,58.0347,32.9358,14.2013,17.9273,10.0553,43.8978,55.4181,30.6663,26.998,4.528
18464,126,764,,THA,TH,764,4,Country/Area,920,Thailand,2,Medium,2022,71640.251,71697.03,34806.096,36890.934,140.3375,94.3486,39.7405,94.556,1.319,113.557,0.158,,631.239,63.021,8.806,1.3175,0.6282,28.195,106.4,536.683,311.311,225.372,7.487,79.6805,75.4728,83.9288,65.5151,61.351,69.7037,21.3539,19.0542,23.3735,11.6424,10.0422,12.8265,4.493,7.0971,627.364,5.336,8.3589,41.3028,56.6106,25.4768,128.9388,180.0468,78.5604,62.6861,91.3333,33.871,119.4956,170.13,69.796,18.999,0.265
18616,127,626,,TLS,TL,626,4,Country/Area,920,Timor-Leste,2,Medium,2022,1331.648,1341.296,683.958,657.338,90.2015,104.0495,20.5737,24.292,18.076,19.296,1.439,48.1687,33.074,2.538,24.611,3.0473,1.389,29.459,107.1,8.782,4.74,4.042,6.535,69.0559,67.4353,70.8151,57.1723,55.8138,58.6372,13.7611,13.0193,14.4748,5.7795,5.5087,6.013,1.02,30.8514,32.187,1.256,38.1125,82.6513,91.197,73.5953,205.4475,229.6104,178.7168,79.8421,88.2934,70.9868,168.5856,189.8942,145.103,-5,-3.72
18768,128,704,,VNM,VN,704,4,Country/Area,920,Viet Nam,2,Medium,2022,97842.283,98186.856,48501.288,49685.568,313.2867,97.6164,32.398,771.853,7.858,689.146,0.702,98.7389,1442.809,118.08,14.689,1.9409,0.8941,27.393,111.1,670.956,379.206,291.75,6.831,74.5796,69.9274,79.2901,61.5068,57.1585,65.8031,17.3228,14.7684,19.3478,7.9976,6.3708,8.8728,21.651,14.988,1423.035,27.991,19.2361,66.0041,91.5252,38.8833,151.3566,208.3878,91.7728,70.6369,102.0436,37.8466,128.4831,181.7967,73.9317,-82.7,-0.842
18920,129,922,,,,145,3,Subregion,935,Western Asia,2,Medium,2022,291564.519,293720.106,153314.006,140406.1,61.2893,109.1933,26.8702,4179.946,14.234,4311.173,1.468,47.2171,5633.121,399.057,19.183,2.5638,1.2097,29.17,105.5,1453.175,815.032,638.143,4.949,74.6324,71.9933,77.4372,61.5157,58.9817,64.1966,16.3011,14.6191,17.76,7.1953,6.1705,7.8763,99.133,17.5946,5547.803,124.783,22.1143,49.7326,59.5961,38.7276,131.4419,159.0229,98.7292,48.9339,61.0119,34.726,109.0011,135.189,77.8129,131.292,0.447
19072,130,51,,ARM,AM,51,4,Country/Area,922,Armenia,2,Medium,2022,2783.226,2780.469,1250.079,1530.39,97.6837,81.6836,34.7612,-0.503,-0.181,-5.514,-0.198,,32.556,1.424,11.7,1.5747,0.745,27.404,109.1,33.059,17.541,15.518,11.881,73.3722,67.8663,78.4468,59.087,53.6098,64.1064,14.637,11.1224,17.4252,6.9403,4.7933,7.9381,0.263,8.0522,32.329,0.298,9.0313,26.4856,37.2798,16.7959,150.7945,239.6543,81.6215,51.1206,83.7139,25.7553,142.385,231.1613,73.7984,-5,-1.797
19224,131,31,10,AZE,AZ,31,4,Country/Area,922,Azerbaijan,2,Medium,2022,10329.61,10358.074,5110.848,5247.226,125.3124,97.4009,31.9253,56.937,5.497,56.928,0.55,126.0268,123.673,13.432,11.941,1.66,0.7625,25.715,112.2,66.736,35.613,31.123,6.444,73.4883,70.55,76.2494,60.0695,57.1853,62.7449,15.2824,13.7388,16.4667,6.5753,5.9037,6.9529,2.036,16.4091,121.879,2.357,18.7547,50.8105,63.0399,38.1232,143.5522,186.5456,102.4134,59.086,80.433,37.9775,124.6797,167.1361,84.4925,0,0
19376,132,48,,BHR,BH,48,4,Country/Area,922,Bahrain,2,Medium,2022,1465.626,1472.233,912.199,560.034,1880.2465,162.8828,33.3019,13.216,8.978,13.214,0.898,77.1879,16.861,0.352,11.454,1.7973,0.873,29.894,103.9,3.645,2.215,1.43,2.476,79.2455,78.2419,80.497,64.8217,63.8371,66.0542,17.3992,16.5352,18.4152,7.324,6.7985,7.8251,0.091,5.3854,16.783,0.112,6.4734,15.0228,16.3929,13.3244,62.9524,66.8002,57.2898,19.4457,20.3669,18.3309,55.9882,59.5334,50.6312,0,0
19528,133,196,11,CYP,CY,196,4,Country/Area,922,Cyprus,2,Medium,2022,1247.08,1251.488,626.776,624.713,135.4425,100.3302,38.0711,3.811,3.052,8.817,0.705,98.3187,12.517,0.209,10.023,1.3106,0.6317,31.736,106.5,8.706,4.506,4.2,6.971,81.8886,80.0678,83.673,67.1249,65.3144,68.8973,19.6811,18.3724,20.8953,9.0324,8.3395,9.5657,0.027,2.1276,12.494,0.032,2.4981,9.3878,11.8329,6.7054,55.1148,68.426,42.1702,17.6768,22.3767,12.8327,52.3207,65.4814,39.545,5,4.003
19680,134,268,12,GEO,GE,268,4,Country/Area,922,Georgia,2,Medium,2022,3753.319,3744.385,1760.001,1984.385,53.8838,88.6925,36.4617,-7.865,-2.098,-17.867,-0.477,,49.106,3.035,13.099,2.0632,0.9838,28.27,106.7,56.971,29.177,27.794,15.197,71.5868,66.7595,76.4611,57.2946,52.4887,62.1323,13.6516,10.9461,15.7789,5.8162,4.4659,6.4875,0.402,8.1566,48.759,0.45,9.1127,39.0359,55.0782,22.7109,176.2131,262.1069,93.6658,72.0749,111.4796,33.5564,167.9223,253.884,85.5871,-9.999,-2.667
19832,135,368,,IRQ,IQ,368,4,Country/Area,922,Iraq,2,Medium,2022,43996.169,44496.122,22290.37,22205.751,102.4954,100.3811,20.0129,1005.918,22.602,999.905,2.247,30.8477,1203.188,136.987,27.035,3.4447,1.6214,28.824,105.7,197.27,103.348,93.922,4.433,71.336,69.1617,73.3619,58.1339,56.1111,59.9804,13.7568,12.5263,14.7206,5.7007,5.1172,6.0534,21.206,17.6457,1183.936,25.657,21.463,52.7436,60.9838,44.1524,165.6566,195.6959,136.6452,61.4171,72.3343,50.4086,144.0431,172.3434,117.115,-6,-0.135
19984,136,376,,ISR,IL,376,4,Country/Area,922,Israel,2,Medium,2022,8970.733,9038.309,4508.098,4530.212,417.6089,99.5119,29.0905,125.154,13.855,135.152,1.495,46.3644,174.675,2.565,19.337,2.9483,1.4269,30.708,105.4,49.521,25.136,24.384,5.482,82.6012,80.625,84.5081,67.9421,65.9971,69.8134,20.5083,19.2368,21.6381,9.8108,9.2366,10.2404,0.511,2.9278,174.237,0.635,3.6213,11.5878,14.7891,8.2567,54.799,71.5997,37.9662,18.2969,24.3098,12.1683,50.8059,67.2107,34.4114,9.999,1.107
20136,137,400,,JOR,JO,400,4,Country/Area,922,Jordan,2,Medium,2022,11256.19,11285.868,5846.915,5438.953,127.1017,107.5007,23.7162,200.547,17.659,59.357,0.526,131.777,245.484,13.483,21.616,2.7856,1.3298,29.647,104.9,44.937,26.298,18.639,3.957,74.215,72.1199,76.675,60.442,58.4213,62.8215,14.7101,13.2525,16.3054,6.1586,5.3246,6.8638,3.054,12.444,242.668,3.534,14.4186,33.1706,36.7964,29.283,119.407,141.6922,93.6919,39.6193,45.6255,32.864,104.5097,125.8263,79.8405,-141.192,-12.432
20288,138,414,,KWT,KW,414,4,Country/Area,922,Kuwait,2,Medium,2022,4247.7,4268.873,2595.948,1672.926,239.5821,155.1741,39.1288,30.349,7.121,42.346,0.992,69.8737,41.456,0.585,9.727,2.0923,1.0127,29.488,104.8,11.107,8.078,3.029,2.606,80.2637,78.878,82.752,65.9638,64.644,68.3841,18.2136,17.2539,19.9014,7.8747,7.3114,8.5809,0.279,6.6815,41.217,0.344,7.9845,14.7163,18.3676,10.5135,54.9768,64.9939,37.4063,15.1967,19.1399,9.4619,46.587,55.7208,29.964,11.999,2.815
20440,139,422,,LBN,LB,422,4,Country/Area,922,Lebanon,2,Medium,2022,5553.937,5489.74,2662.356,2827.383,536.6314,94.1633,28.5161,31.855,5.719,-128.395,-2.339,,81.179,4.737,14.576,2.0801,0.9974,29.427,105.3,49.324,25.311,24.013,8.857,74.4159,72.2372,76.5973,60.0786,57.9109,62.2454,14.482,12.8911,16.0206,6.0099,5.1087,6.6239,0.5,6.1575,80.709,0.591,7.2027,26.1165,28.3702,23.8624,117.4324,141.153,95.7042,41.224,47.1853,35.8518,109.3056,132.8626,87.7985,-160.237,-28.772
20592,140,512,,OMN,OM,512,4,Country/Area,922,Oman,2,Medium,2022,4543.281,4576.298,2785.494,1790.804,14.7861,155.5443,28.914,66.032,14.427,66.034,1.443,48.0351,81.043,1.258,17.706,2.5668,1.2357,31.355,104.3,15.011,9.287,5.724,3.279,73.9352,72.3556,76.0465,59.7963,58.2939,61.8274,14.036,12.9074,15.2541,5.6193,4.9695,6.2035,0.693,8.5855,80.439,0.842,10.2862,28.6635,33.6521,21.3612,116.2787,130.8837,90.66,39.3608,45.2759,28.943,105.7351,119.304,81.1282,0,0
20744,141,634,,QAT,QA,634,4,Country/Area,922,Qatar,2,Medium,2022,2684.33,2695.122,1954.233,740.89,232.6189,263.7684,33.6074,21.587,8.011,21.584,0.801,86.5352,24.497,0.309,9.091,1.7812,0.8666,30.222,103.9,2.91,2.119,0.791,1.08,81.5595,80.626,83.1008,67.0946,66.2055,68.5919,19.1268,18.315,20.3387,8.3243,7.809,8.9439,0.123,4.9661,24.392,0.151,5.9687,12.1271,13.574,9.9111,47.1204,49.8928,40.5376,13.4268,14.2215,11.918,40.751,42.9217,34.776,0,0
20896,142,682,,SAU,SA,682,4,Country/Area,922,Saudi Arabia,2,Medium,2022,36136.551,36408.82,20979.233,15429.586,16.9368,135.9676,30.2203,515.533,14.167,544.538,1.496,46.3334,615.69,15.53,16.919,2.3925,1.148,30.872,105.1,100.157,64.054,36.103,2.752,77.905,76.666,79.5253,63.5308,62.2929,65.1521,17.5297,16.472,18.6542,7.7039,7.2136,8.2342,3.406,5.5174,612.763,4.153,6.6787,24.8072,27.0795,22.2556,96.4955,102.9732,83.9206,36.7517,39.5314,33.0617,89.0088,95.4137,76.4655,28.998,0.797
